Real Rating,Predicted Rating,Assertion,Audit Reasons,Iteration,StartTime,EndTime,Duration
2,2,True,['Character Dissatisfaction'],4084,1730235303.4111404,1730235318.2332296,14.822089195251465
2,0,False,"['Negative Sentiment', 'Lack of Engagement']",4085,1730235318.2332296,1730235327.5961492,9.362919569015503
2,2,True,['Plot Dissatisfaction'],4086,1730235327.5961492,1730235337.2617588,9.66560959815979
2,2,True,['Negative Sentiment'],4087,1730235337.2617588,1730235347.201303,9.939544200897217
2,3,False,['Neutral Sentiment'],4088,1730235347.201303,1730235360.4052148,13.203911781311035
2,2,True,['Negative Sentiment'],4089,1730235360.4052148,1730235369.5893354,9.184120655059814
2,1,False,['Negative Sentiment'],4090,1730235369.5893354,1730235381.5393183,11.94998288154602
2,3,False,['Negative Sentiment'],4091,1730235381.5393183,1730235391.2957346,9.756416320800781
2,3,False,"['Neutral Sentiment', 'Lack of Engagement']",4092,1730235391.2957346,1730235402.3361855,11.040450811386108
2,4,False,['Positive Sentiment'],4093,1730235402.3361855,1730235411.3505046,9.01431918144226
2,1,False,['Negative Sentiment'],4094,1730235411.3511245,1730235420.932634,9.581509590148926
2,2,True,['Character Dissatisfaction'],4095,1730235420.932634,1730235428.5814176,7.648783445358276
2,5,False,['Positive Sentiment'],4096,1730235428.5820644,1730235435.4819453,6.899880886077881
2,2,True,['Negative Sentiment'],4097,1730235435.4819453,1730235442.6033094,7.121364116668701
2,2,True,['Plot Dissatisfaction'],4098,1730235442.6033094,1730235449.284991,6.6816816329956055
2,3,False,['Neutral Sentiment'],4099,1730235449.284991,1730235456.9517174,7.666726350784302
2,2,True,['Negative Sentiment'],4100,1730235456.9517174,1730235463.0487888,6.097071409225464
2,3,False,['Neutral Sentiment'],4101,1730235463.0487888,1730235473.2574685,10.208679676055908
2,4,False,['General Enjoyment'],4102,1730235473.2574685,1730235482.0556622,8.79819369316101
2,2,True,['Negative Sentiment'],4103,1730235482.0556622,1730235491.2153354,9.15967321395874
2,4,False,['Plot Dissatisfaction'],4104,1730235491.216428,1730235498.9974282,7.781000137329102
2,2,True,['Character Dissatisfaction'],4105,1730235498.9974282,1730235506.0519557,7.054527521133423
2,4,False,['General Enjoyment'],4106,1730235506.0519557,1730235513.9951758,7.943220138549805
2,2,True,['Character Dissatisfaction'],4107,1730235513.9951758,1730235522.777226,8.782050132751465
2,2,True,"['Negative Sentiment', 'Recommendation Hesitation']",4108,1730235522.777226,1730235531.9144683,9.137242317199707
2,0,False,['Negative Sentiment'],4109,1730235531.9144683,1730235539.520218,7.605749607086182
