Real Rating,Predicted Rating,Assertion,Audit Reasons,Iteration,StartTime,EndTime,Duration
1,3,False,['Neutral Sentiment'],0,1729432306.3630986,1729432317.85254,11.489441394805908
1,2,False,"['Negative Sentiment', 'Repetition (Feeling of Deja Vu)']",1,1729432317.85254,1729432327.3494031,9.49686312675476
1,2,False,"['Negative Sentiment', 'Recommendation Hesitation']",2,1729432327.3494031,1729432336.8398163,9.490413188934326
1,1,True,"['Negative Sentiment', 'Character Dissatisfaction']",3,1729432336.8398163,1729432344.272815,7.4329986572265625
1,1,True,"['Negative Sentiment', 'Recommendation Hesitation', 'Character Dissatisfaction']",4,1729432344.272815,1729432354.5955608,10.32274580001831
1,2,False,"['Negative Sentiment', 'Character Dissatisfaction']",5,1729432354.5955608,1729432363.108133,8.512572288513184
1,1,True,"['Negative Sentiment', 'Recommendation Hesitation', 'Character Dissatisfaction']",6,1729432363.1091373,1729432375.2819958,12.172858476638794
1,1,True,['Negative Sentiment'],7,1729432375.2819958,1729432383.937196,8.655200242996216
1,4,False,"['Positive Sentiment', 'General Enjoyment']",8,1729432383.937196,1729432394.8071928,10.869996786117554
1,2,False,['Negative Sentiment'],9,1729432394.8071928,1729432402.5378551,7.7306623458862305
1,1,True,"['Negative Sentiment', 'Plot Dissatisfaction', 'Character Dissatisfaction']",10,1729432402.5378551,1729432411.7542646,9.21640944480896
1,1,True,['Negative Sentiment'],11,1729432411.7547708,1729432421.1738734,9.419102668762207
1,2,False,['Negative Sentiment'],12,1729432421.1738734,1729432430.2443435,9.070470094680786
1,4,False,['Plot Dissatisfaction'],13,1729432430.2443435,1729432437.6800814,7.43573784828186
1,1,True,['Negative Sentiment'],14,1729432437.6801467,1729432446.7645543,9.084407567977905
1,2,False,"['Recommendation Hesitation', 'Negative Sentiment']",15,1729432446.7645543,1729432454.1319346,7.367380380630493
1,1,True,['Negative Sentiment'],16,1729432454.1319346,1729432461.9214911,7.789556503295898
1,2,False,['Character Dissatisfaction'],17,1729432461.9214911,1729432472.080524,10.159032821655273
1,1,True,['Negative Sentiment'],18,1729432472.080524,1729432482.1908147,10.110290765762329
1,2,False,['Negative Sentiment'],19,1729432482.191319,1729432492.7634706,10.57215166091919
1,2,False,['Negative Sentiment'],20,1729432492.7639735,1729432502.0206323,9.256658792495728
