Real Rating,Predicted Rating,Assertion,Audit Reasons,Iteration,StartTime,EndTime,Duration
1,3,False,['Neutral Sentiment'],0,1729433769.822487,1729433781.9255812,12.103094100952148
1,3,False,['Neutral Sentiment'],1,1729433781.9255812,1729433790.9907105,9.065129280090332
1,1,True,['Negative Sentiment'],2,1729433790.9907105,1729433798.9468093,7.956098794937134
1,1,True,['Negative Sentiment'],3,1729433798.9468093,1729433806.9543407,8.00753140449524
1,3,False,"['Neutral Sentiment', 'Lack of Engagement']",4,1729433806.9543407,1729433814.1749027,7.220561981201172
1,2,False,"['Negative Sentiment', 'Character Dissatisfaction']",5,1729433814.1749027,1729433824.0497723,9.874869585037231
1,3,False,['Neutral Sentiment'],6,1729433824.0497723,1729433830.8306677,6.780895471572876
1,2,False,['Negative Sentiment'],7,1729433830.831668,1729433838.8364048,8.00473690032959
1,2,False,"['Negative Sentiment', 'Character Dissatisfaction']",8,1729433838.8364048,1729433847.1534927,8.317087888717651
1,2,False,"['Negative Sentiment', 'Plot Dissatisfaction']",9,1729433847.1534927,1729433855.6015196,8.448026895523071
1,2,False,"['Negative Sentiment', 'Lack of Engagement']",10,1729433855.6015196,1729433863.6746118,8.073092222213745
1,1,True,['Negative Sentiment'],11,1729433863.6746118,1729433871.2801147,7.6055028438568115
1,2,False,['Negative Sentiment'],12,1729433871.2801147,1729433883.3906524,12.110537767410278
1,2,False,"['Negative Sentiment', 'Plot Dissatisfaction', 'Character Dissatisfaction']",13,1729433883.3906524,1729433892.476338,9.08568549156189
1,2,False,['Negative Sentiment'],14,1729433892.477339,1729433900.5523763,8.075037240982056
1,2,False,['Plot Dissatisfaction'],15,1729433900.5528882,1729433909.198986,8.646097898483276
1,1,True,"['Negative Sentiment', 'Character Dissatisfaction']",16,1729433909.198986,1729433918.4410653,9.242079257965088
1,4,False,['Neutral Sentiment'],17,1729433918.4410653,1729433928.6312504,10.190185070037842
1,2,False,['Negative Sentiment'],18,1729433928.6312504,1729433937.391494,8.760243654251099
1,2,False,['Negative Sentiment'],19,1729433937.391494,1729433945.3128777,7.921383619308472
