Real Rating,Predicted Rating,Assertion,Audit Reasons,Iteration,StartTime,EndTime,Duration
0,5,False,['Positive Sentiment'],0,1729545866.5785675,1729545873.8958585,7.317291021347046
0,4,False,['General Enjoyment'],1,1729545873.8958585,1729545883.3821218,9.486263275146484
0,5,False,['Positive Sentiment'],2,1729545883.3821218,1729545890.556889,7.174767255783081
0,2,False,['Negative Sentiment'],3,1729545890.556889,1729545897.6751385,7.118249416351318
0,3,False,['Neutral Sentiment'],4,1729545897.6751385,1729545904.8408408,7.1657023429870605
0,5,False,['Positive Sentiment'],5,1729545904.841345,1729545913.3985898,8.557244777679443
0,4,False,['Positive Sentiment'],6,1729545913.3985898,1729545921.0048177,7.606227874755859
0,0,True,['Negative Sentiment'],7,1729545921.0048177,1729545929.1950479,8.190230131149292
0,2,False,"['Negative Sentiment', 'Lack of Engagement']",8,1729545929.1960504,1729545936.8922586,7.696208238601685
0,5,False,['Positive Sentiment'],9,1729545936.8922586,1729545944.914728,8.022469282150269
0,5,False,['Positive Sentiment'],10,1729545944.914728,1729545952.9933586,8.078630685806274
0,5,False,['Positive Sentiment'],11,1729545952.9933586,1729545960.814647,7.821288347244263
0,2,False,['Character Dissatisfaction'],12,1729545960.814647,1729545968.183466,7.368818998336792
0,3,False,['Neutral Sentiment'],13,1729545968.1839721,1729545975.876144,7.692171812057495
0,2,False,['Negative Sentiment'],14,1729545975.876144,1729545983.3218873,7.4457433223724365
0,4,False,['Neutral Sentiment'],15,1729545983.3218873,1729545992.2675233,8.94563603401184
0,3,False,['Neutral Sentiment'],16,1729545992.2675233,1729546000.1329622,7.865438938140869
0,5,False,['Positive Sentiment'],17,1729546000.1334658,1729546007.723384,7.58991813659668
0,2,False,"['Character Dissatisfaction', 'Plot Dissatisfaction']",18,1729546007.723384,1729546015.133732,7.410348176956177
0,2,False,['Negative Sentiment'],19,1729546015.133732,1729546024.6676557,9.533923625946045
0,0,True,['Negative Sentiment'],20,1729546024.6676557,1729546031.8323946,7.164738893508911
0,3,False,['Neutral Sentiment'],21,1729546031.8323946,1729546040.3958166,8.563421964645386
0,3,False,['Neutral Sentiment'],22,1729546040.3958166,1729546050.5401673,10.14435076713562
0,4,False,['Positive Sentiment'],23,1729546050.5401673,1729546058.7917712,8.251603841781616
0,5,False,['Positive Sentiment'],24,1729546058.7922747,1729546066.5403442,7.748069524765015
0,2,False,"['Character Dissatisfaction', 'Plot Dissatisfaction']",25,1729546066.5403442,1729546073.3551726,6.814828395843506
0,5,False,['Positive Sentiment'],26,1729546073.3551726,1729546080.676922,7.321749448776245
